text,stars,label
well this was a big hit with hubby and i. made it just as the recipe was printed. would definitely make it again and again.,5,1
made this recipe as-is and it was delicious!!! my chicken tasted better left over the next day too. i will be making this marinade again!,5,1
love love loved this. the definition of quick and easy comfort food!,5,1
"sooooooo rich and delicious. takes a few hours to put together, but is so worth it!",5,1
i made this for a christmas eve family dinner. it was a huge hit.,5,1
excellent!! i am going to add some walnuts or pecans next time making these scrumptious bars! thanks for recipe!,5,1
"i have been making this very versatile recipe for a couple decades. my favorite version is replacing the potatoes with cauliflower pulled apart in similar size pieces with the stems cut up also, i chop up fresh parsley(1/4 to 1/2 cup), real cheddar instead of velveeta, replace burger with cubed ham but just as good without meat at all.",5,1
"yes, must agree. one of the best i have ever tried! did leave out the cottage cheese , though. added extra ricotta instead. delicious!",5,1
"this is literally the best soup recipe i've ever made. i keep making it, freezing it, remaking it... i'm a big fan of onions so i choose to caramelize some onions in the main pan to add a little more of a flavor layer, but it's great with or without it. make this soup!",5,1
"i love this recipe, although one time i made the mistake of adding jalapenos (cans were virtually identical) instead of the chilies which made it way too hot for my taste, but the rest of the group loves spicy food so it ended up working out! i have made it several times since then and everyone loves it!",5,1
love this recipe. a lot of flavour and taste just as good as a leftover!,5,1
made this last night and my family loved it! fairly easy to make. i reserved the chicken broth and the remaining cooked chicken for another meal. this recipe is company worthy! very good! use the flour tortillas.,5,1
"this recipe looks awesome, and judging from the reviews, i think i wanna try it. we usually add chocolate chips and walnuts to our batches, so i hope it turns out!!",5,1
"i agree, the chicken penne casserole was good. usually my husband does not like casseroles,but he liked this one.",5,1
"for a novice pie crafter, i and my coworkers raved about this recipe. easy and unnaturally delicious.i used granny smith, breaburn and jonagolds for two pies, just enough tart and sweet and bulk for pie filling. i'll keep this for other times when apple pies are called for.",5,1
"yummy,this turns out perfect every time i make it",5,1
"i first made this recipe several years ago. the version i printed back then simply stated ""6 medium potatoes"". when converting my recipes from paper to electronic, i noticed the potato type and quantity has changed, now being ""1 1/2 lbs red potatoes."" 6 medium russet potatoes are definitely different in mass to 1 1/2 lbs red potatoes! i did try and the red potato quantity is certainly not sufficient for the quantity of other ingredients in the recipe. if quantities are balanced more appropriately, recipe is wonderful!",5,1
these are very good and i make them every christmas as part of my candy cooking. i use less salt and make one one quarter of the filling recipe.,5,1
"instead of using chicken for this recipe, i used a butterball apple wood smoked turkey. since it was fully cooked, i kept the sauted peppers (red & yellow) and onions in the pan and added the turkey to heat it up. this was sooooo yummy!",5,1
"this is absolutely delicious. i never had luck making chicken and dumplings and gave up a long time ago. i decided to try once again. the dumplings turned out perfect. i left them cook 20 minutes to be on the safe side like some of the others suggested. so glad i did since any time i did make dumplings they were always full of doe in the middle. husband says i have to make this again, which i definitely will. i also added onions because we are big onion fans. excellent recipe and is great in a time cruncher. thanks for posting",5,1
"i tried this using less sugar and more apples. different than any recipe i've used in the past.turned out fabulous. this is the only way i will ever make it from now on. i'm sure other types of fruit would be good, also! thanks so much. 10*'s here!",5,1
"simply outstanding. i searched for a banana bread made with oil rather than butter, so this fit the bill. no mixer needed, just stir until blended and bake. i reduced sugar to 1 1/4 cups and substituted banana extract in place of vanilla. the combination of oil in place of butter and lower baking temperature yielded a tall, moist, and flavorful loaf.",5,1
just made this again & wow it is fantastic! i did some modifications this time to try some new things out. this recipe is great as is but the additions were nice & changed it up a little. i added 1 c. frozen corn to the meat/onions in the pan. i added 4 cloves garlic chopped to the pan towards the end of cooking. i used 2 c. tostitos mild chunky salsa (used a small amount to coat bottom of baking dish to prevent sticking which worked great). i used 2 cans black beans. used 1 c. lite sour cream which i added to the meat mixture once it was done instead of using it as a layer. i used 1/2 c. zesty italian dressing (kraft). used 8 flour tortillas instead of 6 & put it all in a 9x13 baking pan. i used 8 oz. authenic mexican cheese blend already pre-shredded & more cilantro because we love it! this is again amazing & would be great for any family meal or potluck. i would precut it for a potluck though. cut with sharp knife first otherwise it will fall apart. fantastic!!,5,1
"i made it just as is, and did not whip the egg whites. turned out delicious. they spread a bit on the bottom, but i'm thinking if i would have beaten the egg whites, they would of held their form better. i put spoonful's on plain parchment paper on a pampered chef baking stone and they came off easily. whipped or not whipped, i think they are awesome. next time i will try whipping them. they made one dozen cookies for me.",5,1
"tastes too much like cake and not cornbread. has a good flavor - but if you are looking for cornbread, this doesn't really do the trick.",2,0
"this banana bread is delicious. i never made banana bread before, but others i've tried have always been kind of dry. this one is so moist and wonderful. i used 3 bananas, powdered buttermilk, 1/2 cup each of nuts and choc. chips, and a touch of cinnamon. so good, very moist, and delicious. i'll make this again for sure.",5,1
i've been making these for a long time and they are still a family favorite. very thick but easily diluted with a spoon of buttermilk. i used to double the recipe and freeze any leftovers between double layers of waxed paper. served with warm maple syrup! even reheated these are fantastic!,5,1
great flavor and easy to make. i didn't have any italian sausage so i used country sausage and added italian seasoning and some fennel. otherwise i pretty much made it as written and served it with small sandwiches. great meal for the fall.,5,1
"if i am lazy and don't want to make the meat sauce, i squish up my homemade chili (that i always keep a supply of in the freezer) and use it instead. and i agree with mattnat, i could practically drink the sauce!",5,1
"delicious! i added in thinly sliced kielbasa, green onions, and used garlic salt instead of table salt. i also covered the top with another layer of cheese after the first hour of covered baking, so when it was done there was a nice brown cheesy crust on top. will definitely make this again.",5,1
this was by far the best cupcake i have ever made!! it turned out absolutely perfect and the cinnamon in the frosting was an excellent touch. i made them for my son's birthday and they were a huge hit!!,5,1
we were just sad this didn't make more! i would not call this 5 servings. it was just barely enough for the 3 of us and my son is only 5!,5,1
"excellent! very easy, my new banana muffin recipe! i made these as mini muffins and baked them at the same temperature for 12 minutes - huge hit with my 4 and 2 year old boys!",5,1
made this for a bible study brunch and was a huge success. the potatoes are a welcomed change from bread and the cottage cheese makes it oh so creamy. wouldn't change a thing and will definately make again.,5,1
tender and flavorful describes this dish. the family goes wild over it. it's simple and great tasting.,5,1
"i like this recipe because it’s easy to keep up with and isn’t written in a convoluted story format and the website doesn’t make you click next page and next page. this website is less clickbait than the other top of google bread recipes. the bread comes out good, if you like a hard crust and soft spongy center. my girlfriend says it’s too salty so i’m trying it with half the recipe recommended amount of salt. i thought the salt was fine but i want her to eat the bread too so, less salt. and i tried it with honey instead of sugar, but it didn’t look like the yeast reacted to the honey the same way as sugar. the yeast kind of climbed on to the honey but wasn’t bubbling, so i put sugar in there with the honey too. i will probably try using more yeast and seeing if that makes the bread more fluffy too next time. this recipe is a good baseline to go off of and you’ll probably want to make adjustments to your taste.",5,1
wonderful recipe! i made a 13 * 9 and baked it about 26 minutes. the only change i made was to the frosting. i used mashed strawberries in a heavy syrup instead of crushed fresh strawberries. i wanted more strawberry flavor and this was perfect. creamed the butter and a tablespoon of the strawberries then beat in powdered sugar. added small amounts of strawberries until i got the right consistency desired. served the cake with a really good vanilla ice cream and dribbled a little of the remaining strawberry syrup concoction over the top. people made themselves miserable with second servings.,5,1
i’ve made this several times and it’s always a hit.i use bulk sausage in place of the bacon. just my preference.definitely one of my favorite go to recipes for an easy and tasty breakfast or brunch dish.,5,1
this is the best! keeps longer than sa!ads made with cool whip. does not get watery. couldn't stop eating it!,5,1
"unfortunately, my fudge never set-up. i left it in the fridge for several hours. i even tried the freezer for a little while but it didn't help. it tastes good but i can't give it to anyone else.",1,0
"love it! i've tried several different meatloaf recipes (my husband loves meatloaf) and this is the one my husband thinks is the absolute best. i've never been much of a meatloaf fan and even i truly enjoy it. the only change i made was to reduce everything by a third since there are only two of us, and we still have leftovers for the next day's lunch (at least he does).",5,1
"the day i made it i wasn't terribly impressed, but it was better the next day. it gave the flavors time to ""marry"".",4,1
"this was yummy and very easy! i will definitely make this again! my husband just loved it, too!",5,1
very good! not salty and very good flavor. everybody loved it. i put everything into the electric skillet and marinaded the chicken over night.,5,1
"delicious a fair amount of prep work, but the results are worth it. thick, creamy, flavorful",4,1
simple and never failed me - delicious!,5,1
very good and sweet cornbread. perfect with spicy main dishes!,5,1
"my daughter first made this recipe and it since has become a favorite of everyone! i make mine with boneless, skinless chicken thighs that my husband smokes with hickory...it makes this chili beyond incredible!!",5,1
this recipe is so good. i have finally found one from my childhood. my go to meatball recipe now. thanks so much for sharing.,5,1
"first attempt at these today a success and i’m no baker! followed recipe to a t but did sift the flour and dry ingredients together as my ginger and cloves were kinda old. note: when it says softened butter, i did not microwave the butter. it was just room temp so took awhile before it appeared light and fluffy. in fact i was skeptical about it! took awhile to achieve light texture and was definitely not fluffy. proceeded on with the room temperature egg, etc. i did use the hand mixer for adding in the first 1-1/2 cups of the flour mixture but then switched to stirring. then i made all the balls up. then i got out a little bowl and put 1/4 cup sugar in as a guesstimate. i rolled the balls in that. it was more than enough. i baked mine 10.5 minutes in a gas oven. took them out as the cookies cracked and puffed up. they are just perfect. outside is firm but inside is soft. best ginger cookie recipe ever!! hope they will stay soft.",5,1
"while this recipe was a smash hit with me & my family, i would definitely have to say it's miscatagorized. there's nothing ""quick"" about this ""quick dinner"" recipe. i mean for real, who just has 6 medium potatoes laying around already baked?! and cutting them into 1"" cubes once they are baked is next to impossible. so before they even went into the oven to cook as a casserole, i'd already spent nearly an hour on what was supposed to be a 15 min. prep time. had my boys not told me how great it was & what an awesome cook i am & it actually taste really good, i don't know if i'd even have made it again. good thing my main dish could be re-heated in the microwave or it'd have been super cold by the time this was done.",4,1
"everyone in my family loves this soup, even the kids who are picky eaters. the first time i made this i only had ground turkey sausage on hand, so i used that. i also use all chicken broth instead of adding water.",5,1
our family has been making this on weekends and holidays since it was first published in the magazine. it's totally yummy!,5,1
"by far, the best fajita seasoning mix i have come across! made it the first time as written, then for our taste the only thing i did different was decrease cumin to 1 tsp and a pinch and increase chili powder to 1/2 tsp and a pinch. that's it! i have used this for beef also but for beef use 1 tbsp lemon and 1 tbsp lime juice. absolutely the best homemade fajitas!!",5,1
"in nature, light creates the color. in the picture, color creates the light. your recipes are just awesome. keep up the good work!",5,1
i made this for my kids this morning and they both gave me 2 thumbs up!! easy and delicious.,5,1
delicious! made this for our memorial day bbq and it was hit. everyone loved it including my husband who is always hesitant to try new things. he said it was a nice change from my regular pasta salad and to add it to the rotation!,5,1
"this was my first time making fajitas in a skillet since i'm so used to barbecuing everything on a grill outside, but alas winter has started so i needed to find a good recipe after wasting my time and food trying other ones. i found this recipe and decided to give it a shot. everyone loved it including my 5 and 7 year old! their's didn't have any peppers though ;p i did use lime juice instead of lemon because of what i read on the comments section and it was awesome. also i added a jalapeno to give it a little more kick for my hubby. the only thing i would do different would be to only use half the serving amount of oregano lol but that is just a preference. this recipe will be used again and again in my home :)",5,1
"this is a fantastic recipe!!!!! everything about it works wonderfully and the taste is fantastic. i do not enjoy fish much at all and i especially usually don't enjoy the taste of tilapia. i've tried several recipes and they're 'ok,' but this one made the fish taste terrific. i grabbed this recipe about an hour before i was to cook and was out of capers, so i searched for a substitution. my google search result recommened subbing with something tangy that has a bit of a bite to it, there were several options. i chose to substitute capers with a spicy baby dill pickle, all it took was one and it worked great! if you use a spicy baby dill, also, be sure to mince it up, really fine, because it spreads the flavor out evenly over the fish, when it's cut up tiny. the only other substitution i made was using 1 tsp fresh minced garlic (= 2 cloves), because i think it tastes better than garlic powder, just my taste preference. everyone loved this recipe and i definitely will be using it whenever we eat tilapia, in the future! well done, toh!",5,1
"always requested by my children for their birthdays since it first came out in toh in 1993. truly delicious, especially hot out of the oven. i look forward to making it for my grandchildren someday. if you're looking for something especially sweet, this isn't it. to me, this is more like the flavor of a shortbread cookie. great with a hot cup of tea, as one reviewer commented.",5,1
i barely got a slice my family devoured it! i will double or triple it next time...delicious!!!!,5,1
"my entire family loved this- even my picky 4 year old. i did not have corn, which was a bummer, but pie still full of veggies. i used a large pyrex and used pizza dough, rather than pie dough on top only. delish! also- i always leave out thyme, as i think it is too strong!",5,1
best chocolate cake ever! made it for easter and got rave reviews from some very picky people. made my caramel frosting instead of the chocolate. couldn't be happier with the outcome. thanks taste of home!,5,1
"i have to say that i really liked this ravioli lasagna. i used cheese and spinach ravioli and added my typical italian spices to the sauce, onion/green pepper/garlic/mushrooms with the browning ground beef. because i wanted to make certain that it wouldn't be dry, i made 1 1/2 times the sauce. it was so much easier than the typical lasagna, but again, it isn't the typical lasagna. i will still make classic lasagna, it has it's own attributes.",5,1
"made this in a bundt pan and other then not baking for as long as in a bread pan, it came out very good! easy and yummy!",4,1
i have been making this dish for years. my family love it . they are meat and potatoes men. the meat is very tender and flavorful.,5,1
"i made these today with all purpose gluten free flour (1 for 1 substitute regular ap flour), and they turned out great, too. made an addition of chopped pecans, very tasty. great recipe!! thanks.",5,1
great soup. restraunt at home used it and did give out the recipe. said it came from taste of home.,5,1
"nice texture, not too sweet ~ perfection! i used evaporated milk.",5,1
"this is a very good recipe, my husband loved it!!!! it was a little too spicy for me so i think i will use a milder salsa next time. couldn't tell the difference with the italian dressing in it at all but will use it again. i did use regular sour cream and cheese instead of lite.",5,1
this soup is wonderful! everyone who tried it raved it was so good!,5,1
best apple pie ever,5,1
i had to moderate the recipe a little. i added some elbow macaroni and left out the diced tomatoes with chiles. my husband and i both have acid reflux. i still enjoyed the taco mix without all the extra hot ingredients. it is yummy.,4,1
i have made this cake before. i use the drained pineapple juice as part of the liquid for the cake batter. i have also folded the crushed pineapple into the cream cheese/pudding mixture and then topped with the whipped topping! excellent!,5,1
"made this for mothers' day brunch, and everyone loved it! i only used one package of the cream cheese, cut it into smaller cubes, and that was plenty. don't skip making the blueberry sauce-- it was very easy to make and finished the dish very nicely. (we actually ran out of the sauce before the french toast was gone!) i'll probably make the sauce to use for topping pancakes and waffles too. this recipe's a keeper!",5,1
i've made this many times and even made it for a party. i used kielbasa sausage and had the shrimp to add on the side. i loved that the veggies were still crunchy and sometimes the times on slow cooker recipes are too long and the food is cooked too much. this one is right.thanks.,5,1
wow!! did my guests ever enjoy this tasty grilled chicken! it didn't take long to disappear and everyone wanted the recipe!,5,1
"quick, easy, delicious ... puzzling how the caramel/egg mixture sinks to the bottom during the baking. it was the hit of my 2012 thanksgiving feast.",5,1
add cinnamon and a splash of vanilla extract and they are perfect!,5,1
it was a very deliciooous recipe alot better than i thought it would be,4,1
amazing soup!! i dont even like green peppers and i loved this! i like my soups more hearty like a stew so i omitted some of the water and i added extra green peppers! i also tried doubling the recipe except the beef because i think 2 pounds is a lot and it turned out fantastic!! yum!,5,1
"love the flavors of this dish. as one vernonite to another, thank you for this recipe!",5,1
delicious and simple,5,1
this was delicious! even though the frosting was a little liquidy it still had a great flavor. the cupcake itself was great! we'll definitely make this again.,5,1
this is a family favorite!,5,1
"these are wonderful! made exactly as written. the bars are easy to make and the sour cream makes them moist and delicious. and the cream cheese frosting sends them over the top. great way to use up ripe bananas. this recipe is perfect for potlucks, or anytime you'e craving something sweet! will definitely make these again!volunteer field editor",5,1
"very easy and tasty! freezes well, too.",5,1
best and easiest chocolate cake ever! however it is not light and airy but rather very dense and heavy; fabulous. also - the icing listed here is extremely heavy and if refrigerated is very thick and almost solid. it is better using a different lighter icing,5,1
"what a delicious cake, entire family and st. patrick's day guests loved it! so pleased!",5,1
"great recipe! the first time i made it, i followed the recipe. excellent. made it again, but added an additional taco seasoning packet and a can of corn (and upped the cheese to 4 cups). even better. used two 8-inch round pans, and had enough left over to make a handful of burritos. a definite winner!",5,1
love it! this is my new banana bread recipe that i will be using!! i used half & half instead of the buttermilk it called for and it turned out great.,5,1
"my newest favorite soup. just gotta be careful when making the rue (butter with flour). if you overcook it, the recipe won't turn out right. like others said, it wasn't hard to make at all. helps to use the food processor for the veggies for quicker preperations.",5,1
these were so easy to make! i added chocolate chips to mine! i have started subbing in applesauce for the oil and you can't even tell.,5,1
"i added extra chicken, and did not do the pepper as i wasn't sure if my kids would like it. i pureed 1 can of the white beans and added a large can of kidney beans. it would've been good to put a can of black beans, too. this dish has plenty of protein, gluten free. you can use plain greek yogurt instead of sour cream, and it tastes better with raw cheddar cheese. last thing i did was not put it on low for 3 hrs, rather i put my crockpot on high. it made the chicken very tender.",5,1
this is fabulous! everyone who has eaten has raved over it. it will be an annual holiday treat at our house from now on.,5,1
easy and tasty. very similar to the pancakes my mom used to make.,5,1
this soup is amazing... every time i make it everyone wants the recipe.. love it.. thanks so much...,5,1
"the worst meatloaf ive ever tasted. i followed recipe to the ""t"".yak!!!!",1,0
"i loved this chicken! it was delicious and very simple to make! my son and daughter also loved it. unfortunately my hubby didn't like it, so may not be able to make again until he goes out of town!",5,1
"i've made this cake 4 times in a month. its awesome, everyone loves it!",4,1
"this is a fantastic dessert. i actually freeze it, so i can enjoy it longer.",5,1
my husband said this was the best apple pie he's had. i added cinnamon and nutmeg and used an extra apple and a little less sugar in the filling. the apples were fresh tasting and the crust was crunchy and delicious. i'll be making this again!,5,1
"i used one less can of green chilies, glory seasoned northern beans, and omitted the salt. very good, the glory brand beans added much needed flavor. frittos on top to add a little crunch and salt. yummy!",5,1
this is for sure the best -ever banana bread! it disappeared in one sitting ..... thank you for your recipe gert.,5,1
i added 1 tablespoon of lime juice to the recipe.,4,1
"i have been using this recipe since it came out in the magazine many, many years ago. i've taken it to church for the ""after church social hour"", and it quickly disappears. my husband loves it.",5,1
"i made this with corn tortillas (you need a few more since they're smaller). my family loved it! it even reheated well in the microwave. this is going in the easy, fast, good recipes book.",4,1
"this is the best, easiest soup i've ever made. no changes are necessary.",5,1
this recipe is really good. i changed it up a bit. i used ground venison and made my own italian dressing. i also doubled the recipe and used one can of black beans and one can of refried beans. i disagree with most of the people on here about this recipe being fast and easy. i started it at 5 and by the time i was done with all the chopping it was 7. definitely a weekend meal.,4,1
"haven't made it yet but it looks so delicious!! and i just have to give it give stars because my husband loves pecan pie and i love cheese cake, so this just may be out new favorite! thanks for the recipe.",5,1
no low fat alternative choices if you want real fluffy dumplings like your (my) mom made. she made large ones,5,1
great family friendly recipe! easy to make on a week night. will definitely make this again.,4,1
"any suggestions would be appreciated ! i tried this twice today and both times it fell in the middle 10 minutes before the cook time was up. the oven thermometer holds steady at 325 degrees. i live at 7,000 ft but other breads i have tried have done fine.",5,1
"i have been making this for years as a fall and winter staple. we use ground turkey and double the recipe. every time i make it a little bit different and it never disappoints. we love to use chicken bone broth, and swap out a can of corn for a can of the beans (since i double it i use 4 cans of beans and used whatever is on hand, but always keeping at least 1 can of black beans in) this freezes well and everyone loves it!!!",5,1
"these are well worth trying. you won't regret it. i used one cup of all-purpose flour, because i didn't have any wheat. they were simply delicious.",5,1
"oh. my. god. this non-baker made this bread today and it is fantastic. i used a little less than 6 cups of flour, followed the directions to the ""t"" and shaped them into round loaves, because why would i have 2 loaf pans???! i greased 2 9x9 cake pans with bacon fat shortning and smeared them with a little of it before i popped them on the oven. thirty minutes later with a ten minute cool down and boy is this bread yummy. super delicious and not real heavy. great recipe! thank you toh!",5,1
"fabulous soup, so easy to make, i substituted the chicken bouillon cube for a 32 oz carton of vegetable broth. perfect choice. i also cut up more carrots and celery as we love veggies. this is the third time making this soup and it is a keeper. very tasty.",5,1
"i am typically not one to eat chocolate cake, but since it is my mother's favorite i made this recipe for her birthday. i made it exactly as listed and it was amazing! i have never had any type of cake that was so moist. i can't wait to try the recipe for cupcakes!",5,1
this moist corn pudding recipe was quick to prepare and everyone loved it. i doubled the recipe for thanksgiving and will definitely be making this again.,5,1
made this tonight for dinner and wow....a winner. easy also. will definitely make again,5,1
very tasty !!,5,1
had a small group and halved the recipe and it was still so yummy! i used cubed hashbrowns because that's what i had on hand. had to cook it @ 375 for the last 10mins to get it to finish. great dish for groups big and small!,5,1
"we really liked this dish. i used corn tortillas instead of the flour. for the beef mixture, i used refried beans instead of the black beans, and also added green chiles and corn. i didn't have mexican cheese, so i used sharp cheddar. this is a very versatile recipe, so using the suggestions of others worked well. i will definitely make this again. thanks for sharing this recipe!",5,1
was easy and definitely yummy.,5,1
excellent dessert! served it with vanilla ice cream on top and it was delicious!,5,1
one of the best lasagna's i've had. i changed the beef and pork to only italian sausage. it was delicious!,5,1
"this came out fabulous! love this recipe, both loaves were fluffy and the crust was perfect. thank you so much!",5,1
"this was a good, dense cake. the surprise on my family's faces when i told them the ""secret"" ingredient was priceless! thanks for sharing!",4,1
"this has been a family favorite in our house for years! i admit, i always use more cheese than it calls for, probably 1 c. and i use the whole 8 oz package of mushrooms.",5,1
yum. i cut back a little on the sugar and it was still plenty sweet.,5,1
"it worked fine for me, i used half very thick caramel topping and half caramel sundae syrup because that's what i had and it worked fine, i baked mine for 35 minutes, then turned off the oven for about 10 more minutes, my oven runs hot compared to these recipes, but sometimes things aren't done in the middle, so this is my compromise. i wasn't sure what you meant by topping either, sounds like a cheaper brand of topping and not syrup will have the caramel sink to the bottom. i kind of have an issue with toh in general, in that this takes way more than 30 minutes to make. in general, your recipes, all the ingredients are prepared - pecans chopped, cream cheese softened and then you start the timer, i wish you would put your times in as if starting from scratch. like recipes that call for chicken to be cooked, that takes 25 minutes to do. i add the time before printing for my recipe cards.",4,1
fantastic! i used nonfat plain greek yogurt. very yummy! kids love this.,5,1
my family is crazy for this. i add sliced or chopped black olives with the cheese on top.,5,1
easy to make and a huge hit!,5,1
"this is a wonderful recipe and everyone who tries this candy loves it! it’s true that it tastes like a snickers bar, only way better! i have no trouble with the candy falling apart, contrary to what some of the other reviewers have stated. cutting into the chocolate with a warm, sharp knife will help make the cutting easier. i also add less heavy cream (almost by half) when melting the caramels. i followed other reviewers’ advice on that and it did prevent the caramel from oozing between the layers. also, in the past, i’ve placed the pan in my freezer to help speed up the hardening process of the different recipes. this candy is especially great when made around christmas time.",5,1
i'll never understand why people insist on changing things about the recipe then rating it especially giving it a bad rating. you didn't technically make the recipe so don't rate it. that being said this chili/soup is awesome just as it is. i make it multiple times throughout the fall and winter. i freese it in single.swvings in ziplocks and have a ready to heat and eat lunch. the pumpkin gives it a richness without tasting pumpkiny. just the right amount of spice.,5,1
"if i could give this 7 stars i would. i love it and my friends love it even more. great rave reviews from all that have had it.for the one that said that the texture was like scrambled eggs, maybe the eggs weren't beaten long enough. i use an immersion blender on it and it is smooth as silk.this will be a year round go to recipe church luncheons and at work too.",5,1
amazing...this was soo sinfully good..i made if from my hubby for valentines day we are hooked!!!,5,1
a great change! really good.,5,1
this was the best chocolate cake i've ever made. it was a hit with rave reviews. this is my go to chocolate cake love it!,5,1
best corn pudding i ever had,5,1
"i have been making this recipe forever. it is my favorite for ripe banana's. not as dry as banana bread, my family loves it.",5,1
"i have taken this fantastic salad too many gatherings , it is a crowd pleaser !! vicki, vail, az.",5,1
i enjoy this recipe as a way to use my grapes if they aren't getting eaten.,4,1
i used unsweetened almond milk to make it dairy free and bob's red mill g.f flour and it turned out great!i also threw in a couple cups of chopped fresh baby spinach.,5,1
absolutely wonderful!!,5,1
love love love! i cut the sugar back to 1 cup and the confectioners sugar to 3 cups - turned out delicious. next time i'd cut the sugar in the frosting in half - that would be sweet enough. this one's a keeper.,5,1
i have made a version of this for years. it is a family favorite and i have served it to company and the also loved it. it's a fast and easy recipe to make and i always make e.ougj for leftovers,5,1
"this is a fantasticly tasty recipe! i used cooked ground turkey and tri-color peppers. i also added a bit more cumin and chili powder. served with diced red onion, mexican cheese, and scoops.",5,1
very good. i also added cornstarch and water the last 30 minutes to thicken.,5,1
"we lovingly call these potatoes ""old rotten potatoes"" (au gratin potatoes). this particular recipe is very similar to the way my wife makes it. we made this recipe and the church potluck group loved it!",5,1
wow!!! such a great soup. the husband and 3 very picky teens loved it. will make this again. so worth the time.,5,1
this was great..and you don't feel terrible getting another piece! i plan on making it again with other flavors.,4,1
this cake was horribly dry and the worst cake i've ever made. i'm known for making great cakes and i am so glad i didn't have to take it somewhere. i felt terrible that i had to throw it away. and i followed the recipe exactly..,1,0
awesome recipe!!!!,5,1
"this recipe was so easy to make. a little different way to use zucchini. my guests loved it.served six, not eight. i will definitely make it again.",5,1
"i made this for dessert with family. it was delicious! i used fresh peaches from the farmers market and this recipe did them justice! the pudding was the right balance of everything and served warm with a scoop of vanilla ice cream it was fantastic! i will make this over and over. thanks!,,",5,1
"been using this recipe for over five years. best ever! started out following recipe then changed!! have put in chocolate chips ,left out nuts, when did use nuts it was mostly pecans, and just lightly put sugar on bottom and sides. not too many changes because it is great as is. i just made another copy of recipe.",5,1
i made this for the second time yesterday for my boyfriend and his roommates. everyone loved it! it is by far my favorite lasagna recipie.,5,1
family favorite for years!,5,1
this turned out yummy! i was out of nutmeg so i will add it next time.,5,1
this is a great mac and cheese recipie. i love to add smoked ham to it. it is one of my favorite recipies now,5,1
"this is by far the best cupcake recipe out there! the frosting is the crowning glory to this moist cake. do not hesitate to make these, only be prepared for everyone to ask you for this recipe.",5,1
"a favorite here. i usually make it w/ low-fat beef, but didn't have it on hand when i made it today. it was a little soggy w/ the 80/20 beef, but the kids still tore it up!",5,1
it was simple and plain in my opinion. it tasted like a vanilla wafer cookie with cherry pie filling spread on it. it's so sweet you can eat it without the icing. sorry to say i don't think i will be making this one again. i would give it one star but my son said it should be a least two stars due to the sweetness factor.,2,0
". to avoid issues that some people had you must pay close attention to kitchen tips listed & details1) cool crust completely.( i chill the crust after it has cooled a bit on counter) be sure to spread the cream cheese layer all the way to outer edges, so that it is touching the edges of the pan.(then chill)..this avoids letting the jello topping seep down into the crust do not cut the amount of sugar in the crust.part of recipe.it is needed to make it crispy.to speed up the jello portion i dissolve the sugar ( 1/2 c. to 2/3 cup not 1 full cup) into only 1 cup boiling water....then when sugar is fully dissolved i add in the remaining 1 cup very cold water ( or cold juice) drained off from thawed strawberries to equal1 cup ) be very sure the jello is partially set before spooning evenly over chilled cream cheese layeryou do not want the jello fully set but you do not want it to be a pourable liquid either. if the jello fully sets before you get to it...just warm slightly for a few seconds at a time in the microwave till it is semi set. bt not warm. sometimes i grate some dark chocolate over the whipped cream garnish dallops, before adding the pretzel garnish....if i remember to pick up some chocolate covered pretzels for the garnish,good recipe but the directions could include more specific details and the sugar in the jello could be cut down to 2/3 cup....maybe even 1/2 c. especially if the frozen strawberries are sweetened type..",4,1
it was delicious and my boyfriend just asked me to make it again for the 3rd time..i was afraid to try the vegetables due to the comments but i'm going to try them and see how they come out after the last comment said they were fine,5,1
these cookies are soft and delicious. a couple of them made it to day 2 and still soft! i also increased the cinnamon to 1tsp. and flattened before baking & got about 2 dz. per batch. will be making more of these!,5,1
"my family loves these pancakes, especially my five year old! definitely making these again!",5,1
best cookies!! our new favourites,5,1
"how do you freeze this, cooked or uncooked.????",5,1
excellent recipe for banana bread for an allergy free diet!,5,1
divine!,5,1
"this soup is delicious! i will definitely make it again. i used loose hot, italian sausage that was surprisingly lean, because my husband loves spicy food, and i left out the pepper flakes. next time i will try it with a different sausage just for a change, but this recipe is a keeper!",5,1
"the cake is great! one of the best chocolate cakes i've ever had. however, i am surprised how many good reviews there are on the frosting. i didn't like the taste of it. others i served it to liked it, but i could taste the sour cream. i think a homemade buttercream would be delicious on this cake!",4,1
couldn't find my potato soup recipe so i decided to give this a try because it looked pretty close. i will no longer be looking for the other recipe because this one was even better plus it calls for cheddar which beats all the velveeta in the old recipe.,5,1
excellent cake - very moist and wonderful flavor. i followed the directions exactly and no issues with grainy texture for the frosting. this is a keeper for us - thanks so much for sharing!,5,1
this one is a keeper!,5,1
"this soup has become a family favorite and we have never added the sour cream. we just usually never have it on-hand. we use left-over rotisserie chicken that's been shredded and regular curly noodles. i think half the amount works good as they do swell up and absorb a lot of the liquid. one of these days we will try with egg noodles and sour cream but it is still delicious. my family calls it ""the good soup"". i will definitely keep this recipe.",5,1
absolutely delicious. i made this dessert for thanksgiving and my family insisted i make it for christmas. only change i made was making graham cracker crust versus pastry crust. so easy and sooo good,5,1
i was looking for a nice soft ginger cookie and these are perfect. i’ve used this recipe twice now and they’ve turned out excellent both times. highly-recommend these! :),5,1
